Topic,Year,Source,Top_15_Words
Topic_9,2012,COHA,"growth, firm, market, work, change, year, share, company, job, lead, task, result, investment, develop, research"
Topic_9,2012,HBR,"growth, firm, market, company, work, change, share, develop, investment, task, organization, financial, research, lead, employee"
Topic_9,2012,ILR,"growth, firm, market, impact, job, global, work, economy, level, share, develop, investment, sector, change, approach"
Topic_9,2017,Shared,"global, gender, firm, chain, market, identify, impact, focus, initiative, innovation, pic, company, model, address, governance"
Topic_9,2017,COHA,"firm, global, market, chain, company, gender, impact, identify, address, focus, initiative, work, process, model, job"
Topic_9,2017,HBR,"company, firm, global, market, identify, focus, chain, innovation, process, initiative, customer, impact, create, potential, model"
Topic_9,2017,ILR,"gender, firm, global, impact, market, chain, identify, pic, model, initiative, focus, governance, job, access, dimension"
Topic_10,1922,Shared,"sale, stock, sell, bond, bank, department, company, buy, motive, command, expense, price, merchandise, method, manufacturer"
Topic_10,1922,COHA,"sale, stock, sell, bond, department, bank, company, buy, man, price, command, motive, line, expense, case"
Topic_10,1922,HBR,"sale, sell, stock, bond, bank, company, buy, motive, command, department, merchandise, retailer, manufacturer, conrad, shoe"
Topic_10,1922,ILR,"sale, stock, sell, department, bank, bond, company, case, man, buy, method, price, motive, expense, interest"
Topic_10,1927,Shared,"price, stock, store, company, purchase, investment, expense, chain, product, cost, capital, production, rate, industry, sell"
Topic_10,1927,COHA,"price, stock, company, store, purchase, investment, expense, cost, product, chain, capital, control, production, plan, sell"
Topic_10,1927,HBR,"store, company, stock, purchase, price, chain, expense, sell, product, manufacturer, investment, corporation, cost, capital, buy"
Topic_10,1927,ILR,"price, company, stock, store, purchase, industry, cost, investment, production, expense, capital, product, rate, result, demand"
Topic_10,1932,Shared,"company, price, store, stock, sale, market, rate, man, year, cost, profit, group, product, security, case"
Topic_10,1932,COHA,"company, price, stock, store, man, sale, year, market, rate, cost, group, profit, case, order, power"
Topic_10,1932,HBR,"company, store, sale, stock, price, market, profit, product, cost, rate, man, order, group, bank, security"
Topic_10,1932,ILR,"company, price, year, market, rate, man, store, stock, sale, group, cost, case, order, security, result"
Topic_10,1937,Shared,"company, cost, control, sale, executive, market, management, man, consumer, year, product, change, tax, department, material"
Topic_10,1937,COHA,"company, control, cost, man, sale, executive, year, market, management, department, tax, consumer, power, product, change"
Topic_10,1937,HBR,"company, sale, executive, control, cost, management, consumer, product, market, sell, profit, material, change, tax, department"
Topic_10,1937,ILR,"company, cost, control, market, man, year, sale, executive, management, change, consumer, work, production, group, department"
Topic_10,1942,Shared,"material, sale, company, cost, management, man, price, rate, year, small, industry, production, change, control, result"
Topic_10,1942,COHA,"material, sale, company, man, cost, price, year, management, small, rate, industry, production, control, change, plant"
Topic_10,1942,HBR,"sale, company, management, material, cost, executive, price, plant, dollar, sell, control, man, advertising, product, small"
Topic_10,1942,ILR,"material, sale, cost, company, man, management, year, industry, rate, price, production, small, result, change, case"
Topic_10,1947,Shared,"company, product, management, tax, cost, plan, stock, price, man, control, executive, ton, market, job, year"
Topic_10,1947,COHA,"company, product, tax, man, management, stock, plan, cost, price, control, year, executive, ton, market, job"
Topic_10,1947,HBR,"company, product, management, executive, stock, tax, cost, plan, man, control, price, sell, inventory, ton, command"
Topic_10,1947,ILR,"company, product, management, cost, plan, tax, man, price, stock, year, control, job, industry, market, executive"
Topic_10,1952,Shared,"executive, company, product, sale, man, department, plan, line, control, profit, manager, management, important, capital, operation"
Topic_10,1952,COHA,"executive, company, man, product, sale, department, line, plan, control, profit, important, manager, management, people, stock"
Topic_10,1952,HBR,"executive, company, product, sale, man, management, manager, department, profit, plan, line, control, decision, sell, operation"
Topic_10,1952,ILR,"executive, company, man, product, sale, plan, department, control, line, important, management, profit, operation, capital, development"
Topic_10,1957,Shared,"company, executive, product, management, manager, decision, market, sale, cost, change, research, profit, year, group, line"
Topic_10,1957,COHA,"company, executive, product, management, manager, decision, market, year, change, cost, sale, research, line, people, group"
Topic_10,1957,HBR,"company, executive, product, management, manager, decision, sale, research, top, market, page, profit, store, change, line"
Topic_10,1957,ILR,"company, executive, product, management, manager, decision, market, change, year, cost, research, group, sale, system, result"
Topic_10,1962,Shared,"company, management, product, executive, sale, cost, market, manager, system, research, top, change, plan, price, control"
Topic_10,1962,COHA,"company, management, product, executive, sale, cost, market, manager, top, system, man, control, research, plan, small"
Topic_10,1962,HBR,"company, management, product, executive, sale, manager, top, marketing, cost, market, research, profit, system, control, subordinate"
Topic_10,1962,ILR,"company, management, product, cost, executive, market, system, sale, change, plan, research, manager, result, control, man"
Topic_10,1967,Shared,"company, sale, management, cost, market, executive, product, system, corporation, manager, change, organization, profit, control, marketing"
Topic_10,1967,COHA,"company, sale, management, cost, market, executive, product, system, control, change, corporation, organization, manager, program, profit"
Topic_10,1967,HBR,"company, management, sale, executive, manager, product, marketing, corporation, command, market, cost, profit, organization, system, control"
Topic_10,1967,ILR,"company, management, sale, cost, system, market, organization, change, product, program, executive, plan, control, year, question"
Topic_10,1972,Shared,"company, management, manager, executive, product, decision, corporate, change, organization, director, bank, sale, cost, market, control"
Topic_10,1972,COHA,"company, management, manager, executive, product, decision, director, change, corporate, bank, organization, sale, cost, control, market"
Topic_10,1972,HBR,"company, manager, management, executive, product, corporate, decision, director, organization, sale, top, customer, change, corporation, bank"
Topic_10,1972,ILR,"company, management, manager, executive, decision, product, organization, change, cost, corporate, director, work, bank, market, control"
Topic_10,1977,Shared,"company, management, corporate, director, executive, product, system, command, organization, market, cost, decision, change, control, process"
Topic_10,1977,COHA,"company, director, management, corporate, executive, product, command, system, organization, market, year, control, decision, cost, change"
Topic_10,1977,HBR,"company, corporate, director, executive, management, command, product, organization, system, decision, manage, corporation, conrad, strategy, market"
Topic_10,1977,ILR,"company, management, director, corporate, system, executive, organization, product, market, command, decision, change, cost, process, work"
Topic_10,1982,Shared,"company, management, executive, market, organization, decision, system, manager, work, product, change, control, quality, important, people"
Topic_10,1982,COHA,"company, management, executive, market, organization, people, system, decision, control, manager, work, product, important, change, quality"
Topic_10,1982,HBR,"company, management, executive, manager, decision, organization, corporate, product, people, market, system, board, control, quality, manage"
Topic_10,1982,ILR,"company, management, organization, market, executive, system, decision, work, change, manager, control, important, product, quality, people"
Topic_10,1987,Shared,"company, product, customer, system, management, market, manager, change, cost, corporate, process, sale, people, design, work"
Topic_10,1987,COHA,"company, product, customer, system, management, market, manager, people, change, corporate, cost, sale, process, design, control"
Topic_10,1987,HBR,"company, customer, product, manager, corporate, management, people, system, learn, sale, market, executive, process, design, create"
Topic_10,1987,ILR,"company, product, system, management, customer, market, change, manager, cost, process, people, work, corporate, service, sale"
Topic_10,1992,Shared,"company, product, customer, team, manager, design, strategy, management, people, create, learn, corporate, change, market, focus"
Topic_10,1992,COHA,"company, team, product, customer, manager, people, design, strategy, management, learn, create, corporate, market, change, today"
Topic_10,1992,HBR,"company, customer, team, product, manager, strategy, learn, design, corporate, management, people, create, focus, senior, executive"
Topic_10,1992,ILR,"company, product, customer, team, manager, design, management, strategy, people, create, change, market, learn, corporate, job"
Topic_10,1997,Shared,"company, team, product, consumer, leader, manager, change, idea, market, store, people, year, executive, create, customer"
Topic_10,1997,COHA,"company, team, consumer, product, leader, people, idea, manager, store, change, year, market, executive, sell, start"
Topic_10,1997,HBR,"company, team, leader, product, manager, consumer, idea, customer, executive, store, create, people, sell, learn, marketing"
Topic_10,1997,ILR,"company, product, consumer, team, change, leader, market, manager, idea, year, people, develop, store, create, organization"
Topic_10,2002,Shared,"company, product, manager, management, decision, corporate, technology, team, executive, offer, research, strategy, challenge, focus, project"
Topic_10,2002,COHA,"company, team, product, manager, management, technology, corporate, executive, decision, people, offer, player, challenge, strategy, research"
Topic_10,2002,HBR,"company, manager, product, team, executive, corporate, management, decision, leader, technology, challenge, colleague, player, int, strategy"
Topic_10,2002,ILR,"company, product, management, manager, decision, technology, corporate, executive, team, research, offer, organization, change, project, process"
Topic_10,2007,Shared,"people, work, organization, year, technology, strategy, company, employee, innovation, challenge, information, team, service, change, project"
Topic_10,2007,COHA,"people, work, year, company, technology, strategy, organization, employee, team, challenge, innovation, information, top, big, move"
Topic_10,2007,HBR,"people, company, organization, work, strategy, innovation, team, idea, leadership, challenge, technology, executive, employee, year, move"
Topic_10,2007,ILR,"people, work, organization, year, employee, technology, company, strategy, information, innovation, service, change, challenge, project, team"
Topic_10,2012,Shared,"company, product, manager, customer, leader, people, executive, learn, sale, team, create, management, feel, offer, buy"
Topic_10,2012,COHA,"company, product, manager, people, leader, customer, executive, learn, team, sale, create, feel, management, buy, offer"
Topic_10,2012,HBR,"company, leader, product, manager, people, customer, team, learn, executive, create, feel, sale, idea, offer, culture"
Topic_10,2012,ILR,"company, product, manager, customer, leader, people, executive, learn, sale, create, management, team, offer, feel, cost"
Topic_10,2017,Shared,"people, team, company, work, experience, feel, customer, executive, learn, performance, leader, understand, change, research, create"
Topic_10,2017,COHA,"people, team, company, feel, work, experience, learn, customer, executive, leader, performance, understand, research, change, year"
Topic_10,2017,HBR,"people, team, company, leader, customer, learn, feel, work, executive, understand, experience, performance, leadership, create, research"
Topic_10,2017,ILR,"people, team, company, work, experience, feel, customer, executive, performance, learn, change, research, understand, leader, organization"
Topic_11,1922,Shared,"made, men, york, years, senator, brought, women, called, held, left, days, states, yesterday, ago, republican"
Topic_11,1922,COHA,"made, men, york, years, senator, brought, held, women, called, days, ago, yesterday, england, states, left"
Topic_11,1922,HBR,"made, men, york, years, senator, women, left, south, brought, states, called, yesterday, held, republican, days"
Topic_11,1922,ILR,"made, people, men, years, york, american, life, government, president, young, man, world, south, house, white"
Topic_11,1927,Shared,"men, years, made, york, president, ago, governor, business, women, hoover, america, chicago, manhattan, called, states"
Topic_11,1927,COHA,"men, made, years, york, ago, governor, hoover, president, chicago, women, manhattan, called, america, ten, states"
Topic_11,1927,HBR,"men, years, made, president, york, business, week, governor, house, american, ago, america, women, people, hoover"
Topic_11,1927,ILR,"week, people, president, house, american, business, war, man, life, men, home, years, put, made, governor"
Topic_11,1932,Shared,"made, men, york, years, senator, governor, roosevelt, house, france, banks, united, england, states, called, members"
Topic_11,1932,COHA,"made, men, york, senator, years, roosevelt, governor, france, banks, england, germany, called, held, united, states"
Topic_11,1932,HBR,"made, men, york, years, governor, senator, house, roosevelt, france, united, banks, states, england, germany, bill"
Topic_11,1932,ILR,"house, made, governor, bill, men, years, week, york, american, senator, british, city, war, white, found"
Topic_11,1937,Shared,"years, germany, president, states, made, british, york, business, army, men, back, air, german, washington, navy"
Topic_11,1937,COHA,"years, germany, states, made, men, york, british, president, army, washington, brought, navy, business, senator, back"
Topic_11,1937,HBR,"president, years, british, business, germany, states, army, air, german, made, york, week, american, men, man"
Topic_11,1937,ILR,"british, man, president, german, week, business, air, year, world, american, city, people, years, life, house"
Topic_11,1942,Shared,"made, united, men, states, york, british, years, president, enemy, back, left, days, told, german, members"
Topic_11,1942,COHA,"made, men, united, states, york, years, enemy, days, british, germans, left, germany, told, washington, members"
Topic_11,1942,HBR,"made, united, men, british, states, president, german, enemy, american, york, back, years, week, air, left"
Topic_11,1942,ILR,"british, german, week, made, american, president, united, war, air, men, states, city, enemy, night, world"
Topic_11,1947,Shared,"truman, made, states, years, men, army, communist, britain, united, british, york, told, times, days, east"
Topic_11,1947,COHA,"truman, made, states, men, britain, communist, years, army, united, communists, york, told, days, harry, russia"
Topic_11,1947,HBR,"truman, made, british, army, states, communist, years, men, united, britain, man, war, people, american, today"
Topic_11,1947,ILR,"british, man, truman, week, people, war, army, today, american, made, communist, big, states, western, water"
Topic_11,1952,Shared,"stevenson, republican, states, years, made, eisenhower, president, united, back, york, men, democratic, west, north, dulles"
Topic_11,1952,COHA,"eisenhower, republican, stevenson, states, made, years, united, men, dulles, york, called, told, asked, back, times"
Topic_11,1952,HBR,"republican, stevenson, states, president, years, made, eisenhower, back, democratic, united, today, world, big, house, york"
Topic_11,1952,ILR,"president, world, today, states, republican, democratic, years, house, people, big, stevenson, made, back, american, party"
Topic_11,1957,Shared,"years, made, united, states, york, men, communist, eisenhower, house, west, soviet, called, found, left, back"
Topic_11,1957,COHA,"years, united, made, states, men, york, communist, eisenhower, west, called, soviet, house, left, found, told"
Topic_11,1957,HBR,"years, united, house, made, state, states, communist, soviet, man, york, men, american, world, week, school"
Topic_11,1957,ILR,"state, house, man, years, week, united, school, world, soviet, year, made, american, communist, war, national"
Topic_11,1962,Shared,"kennedy, states, york, made, years, governor, senator, men, britain, mayor, south, yesterday, city, back, ago"
Topic_11,1962,COHA,"kennedy, york, states, made, years, senator, men, governor, britain, mayor, yesterday, asked, ago, john, gaulle"
Topic_11,1962,HBR,"kennedy, governor, states, york, made, city, years, senator, men, american, south, president, party, back, britain"
Topic_11,1962,ILR,"kennedy, city, governor, party, states, american, made, york, years, south, president, senator, house, men, today"
Topic_11,1967,Shared,"nixon, states, made, years, york, johnson, called, asked, days, vietnamese, left, back, senate, troops, united"
Topic_11,1967,COHA,"nixon, states, johnson, made, york, vietnamese, called, years, asked, troops, days, humphrey, kennedy, senate, leaders"
Topic_11,1967,HBR,"nixon, states, made, war, years, york, johnson, american, south, back, called, president, house, asked, united"
Topic_11,1967,ILR,"nixon, war, states, american, made, house, years, south, president, york, back, people, peace, johnson, soviet"
Topic_11,1972,Shared,"years, ford, made, president, york, back, house, city, men, american, states, white, week, police, asked"
Topic_11,1972,COHA,"years, ford, made, york, men, back, states, president, house, city, white, asked, american, told, called"
Topic_11,1972,HBR,"city, house, years, american, president, man, year, week, people, ford, white, back, world, state, made"
Topic_11,1972,ILR,"city, man, house, year, american, week, president, years, people, state, white, world, ford, back, money"
Topic_11,1977,Shared,"years, back, made, west, called, york, american, left, million, men, united, days, states, john, black"
Topic_11,1977,COHA,"years, made, back, called, west, york, left, days, john, told, men, states, women, united, million"
Topic_11,1977,HBR,"years, american, back, world, city, made, west, life, man, million, people, black, house, business, oil"
Topic_11,1977,ILR,"years, american, world, back, city, made, life, man, west, million, people, house, black, oil, year"
Topic_11,1982,Shared,"reagan, years, made, york, back, soviet, days, john, states, told, west, left, men, women, city"
Topic_11,1982,COHA,"reagan, years, made, york, days, john, told, back, began, states, left, women, asked, soviet, west"
Topic_11,1982,HBR,"reagan, years, soviet, people, back, made, city, york, american, life, house, states, home, world, president"
Topic_11,1982,ILR,"reagan, years, people, soviet, city, back, made, american, life, york, house, world, home, president, states"
Topic_11,1987,Shared,"bush, gorbachev, aids, iran, gulf, iraq, michael, jackson, en, saddam, species, richard, years, park, games"
Topic_11,1987,COHA,"bush, gorbachev, aids, iran, michael, gulf, iraq, jackson, saddam, en, species, kuwait, games, iraqi, richard"
Topic_11,1987,HBR,"bush, gorbachev, aids, iran, gulf, park, iraq, jackson, michael, en, years, richard, million, species, saddam"
Topic_11,1987,ILR,"bush, gorbachev, aids, iran, gulf, park, iraq, jackson, michael, en, years, richard, million, species, baker"
Topic_11,1992,Shared,"years, children, back, women, made, ago, york, called, washington, john, south, president, things, states, left"
Topic_11,1992,COHA,"children, years, women, back, ago, made, called, things, parents, john, including, washington, san, york, days"
Topic_11,1992,HBR,"years, back, children, women, president, made, south, people, million, city, ago, york, life, white, house"
Topic_11,1992,ILR,"years, children, back, women, made, president, south, ago, million, york, city, people, called, white, washington"
Topic_11,1997,Shared,"years, back, made, women, children, left, million, water, city, days, found, percent, men, minutes, times"
Topic_11,1997,COHA,"years, back, women, children, made, left, minutes, days, clinton, percent, including, million, called, kids, things"
Topic_11,1997,HBR,"years, back, city, made, water, people, million, life, women, children, left, big, world, percent, found"
Topic_11,1997,ILR,"years, back, made, women, city, children, million, water, left, life, people, found, percent, big, world"
Topic_11,2002,Shared,"cup, years, bush, back, minutes, makes, iraq, left, games, days, john, things, called, made, times"
Topic_11,2002,COHA,"cup, bush, iraq, years, minutes, makes, games, left, back, teaspoon, days, john, things, michael, called"
Topic_11,2002,HBR,"cup, years, back, bush, left, minutes, iraq, makes, season, games, days, john, coach, things, made"
Topic_11,2002,ILR,"cup, years, bush, back, minutes, left, makes, iraq, games, days, john, things, made, called, season"
Topic_11,2007,Shared,"cup, back, years, left, feet, music, things, including, kids, children, making, big, black, made, atlanta"
Topic_11,2007,COHA,"years, cup, back, left, things, including, feet, kids, children, made, atlanta, music, making, media, found"
Topic_11,2007,HBR,"big, back, cup, cut, black, game, years, life, music, lot, hard, top, left, million, add"
Topic_11,2007,ILR,"back, cup, years, big, left, music, black, game, cut, feet, making, million, things, children, including"
Topic_11,2012,Shared,"austin, percent, years, police, saturday, obama, back, stars, including, things, made, told, left, times, shot"
Topic_11,2012,COHA,"austin, obama, stars, saturday, including, percent, things, years, told, friday, shot, police, planet, left, times"
Topic_11,2012,HBR,"austin, percent, back, police, years, obama, game, black, saturday, stars, made, including, left, white, green"
Topic_11,2012,ILR,"austin, percent, police, back, years, saturday, obama, including, made, stars, left, things, told, times, black"
Topic_11,2017,Shared,"game, years, back, told, county, police, friday, including, things, left, children, saturday, tuesday, wrote, thursday"
Topic_11,2017,COHA,"game, friday, told, years, including, tuesday, county, back, police, thursday, games, things, saturday, wrote, left"
Topic_11,2017,HBR,"game, back, county, years, people, police, told, friday, including, left, university, things, school, children, news"
Topic_11,2017,ILR,"game, years, back, county, police, told, people, friday, including, left, things, children, saturday, times, wrote"
Topic_12,1922,Shared,"work, report, organization, industrial, trade, international, question, labor, worker, case, condition, factory, deal, industry, order"
Topic_12,1922,COHA,"work, report, organization, industrial, question, international, trade, labor, state, case, deal, worker, condition, order, hold"
Topic_12,1922,HBR,"organization, work, report, industrial, question, trade, international, labor, case, system, industry, condition, deal, hold, order"
Topic_12,1922,ILR,"organization, work, report, international, industrial, labor, question, trade, worker, deal, condition, legislation, state, social, principle"
Topic_12,1927,Shared,"labor, work, international, worker, social, organization, country, condition, economic, agricultural, industrial, question, legislation, conference, state"
Topic_12,1927,COHA,"labor, work, international, social, worker, organization, country, condition, state, economic, industrial, question, agricultural, conference, law"
Topic_12,1927,HBR,"labor, work, organization, international, social, worker, economic, condition, country, question, industrial, state, industry, trade, study"
Topic_12,1927,ILR,"labor, international, work, organization, social, worker, conference, condition, country, question, economic, industrial, agricultural, state, legislation"
Topic_12,1932,Shared,"labor, social, worker, work, condition, country, insurance, government, report, organization, state, international, employment, act, industrial"
Topic_12,1932,COHA,"labor, social, work, worker, government, state, country, condition, report, organization, committee, international, act, industrial, insurance"
Topic_12,1932,HBR,"social, labor, work, condition, worker, organization, government, country, state, report, industrial, question, international, act, order"
Topic_12,1932,ILR,"labor, social, worker, work, organization, condition, international, government, report, country, committee, state, industrial, question, conference"
Topic_12,1937,Shared,"industrial, labor, economic, government, year, work, country, international, worker, public, national, industry, condition, form, policy"
Topic_12,1937,COHA,"government, industrial, labor, economic, year, country, national, work, public, state, international, worker, man, policy, form"
Topic_12,1937,HBR,"economic, industrial, government, labor, work, year, country, policy, public, form, interest, international, national, industry, condition"
Topic_12,1937,ILR,"labor, industrial, international, economic, worker, government, work, country, condition, social, organize, national, state, trade, settlement"
Topic_12,1942,Shared,"labor, committee, social, international, organization, work, government, trade, worker, industry, country, industrial, condition, economic, representative"
Topic_12,1942,COHA,"committee, labor, government, international, social, organization, work, trade, worker, country, state, industrial, union, representative, industry"
Topic_12,1942,HBR,"labor, committee, organization, social, government, international, work, trade, industrial, economic, union, industry, worker, condition, country"
Topic_12,1942,ILR,"labor, committee, social, international, organization, government, worker, work, trade, industrial, representative, condition, conference, union, country"
Topic_12,1947,Shared,"organization, work, service, committee, government, industry, international, conference, labor, industrial, country, worker, year, report, office"
Topic_12,1947,COHA,"organization, committee, work, government, service, conference, international, year, industry, office, labor, country, industrial, session, report"
Topic_12,1947,HBR,"organization, work, service, government, industry, committee, industrial, international, labor, country, question, report, year, conference, economic"
Topic_12,1947,ILR,"organization, conference, committee, international, session, labor, work, worker, industrial, social, government, service, technical, country, report"
Topic_12,1952,Shared,"labor, social, work, international, country, government, economic, worker, union, industrial, industry, condition, report, trade, study"
Topic_12,1952,COHA,"government, labor, social, work, country, international, economic, union, worker, national, industrial, state, report, year, industry"
Topic_12,1952,HBR,"labor, social, government, work, country, economic, international, union, industrial, study, development, policy, industry, report, relation"
Topic_12,1952,ILR,"social, labor, international, work, country, government, worker, union, conference, economic, industrial, condition, concern, report, committee"
Topic_12,1957,Shared,"worker, labor, social, work, employment, union, international, trade, employer, economic, cooperative, industrial, condition, country, vocational"
Topic_12,1957,COHA,"worker, labor, social, work, union, international, employment, trade, economic, employer, country, industrial, cooperative, condition, state"
Topic_12,1957,HBR,"labor, worker, work, social, union, economic, trade, organization, industrial, international, industry, condition, cooperative, employment, country"
Topic_12,1957,ILR,"labor, worker, social, international, union, work, vocational, cooperative, employment, trade, employer, economic, industrial, conference, organization"
Topic_12,1962,Shared,"country, economic, union, labor, work, development, government, worker, industrial, trade, social, international, education, training, national"
Topic_12,1962,COHA,"country, union, economic, government, labor, work, development, state, industrial, national, trade, education, social, worker, international"
Topic_12,1962,HBR,"economic, union, country, development, government, work, labor, industrial, organization, trade, plan, policy, education, social, state"
Topic_12,1962,ILR,"union, labor, country, economic, social, international, worker, industrial, work, government, development, cooperative, trade, conference, organization"
Topic_12,1967,Shared,"labor, country, worker, employment, social, work, economic, development, international, training, trade, wage, policy, national, year"
Topic_12,1967,COHA,"labor, country, worker, social, employment, work, economic, international, development, national, training, year, trade, policy, government"
Topic_12,1967,HBR,"labor, country, work, economic, social, development, worker, employment, develop, policy, training, year, study, international, national"
Topic_12,1967,ILR,"labor, social, worker, country, international, employment, economic, work, development, training, trade, national, union, deal, government"
Topic_12,1972,Shared,"labor, country, social, worker, international, economic, work, population, income, service, policy, trade, employment, effect, wage"
Topic_12,1972,COHA,"labor, country, social, worker, international, work, economic, population, service, policy, income, government, trade, education, effect"
Topic_12,1972,HBR,"labor, country, social, economic, worker, work, policy, service, international, government, organization, effect, income, development, increase"
Topic_12,1972,ILR,"labor, social, country, worker, international, economic, population, union, work, education, trade, condition, employment, government, organization"
Topic_12,1977,Shared,"work, labor, worker, country, employment, international, trade, case, union, economic, policy, social, cent, job, industrial"
Topic_12,1977,COHA,"work, labor, country, worker, international, employment, trade, union, case, policy, economic, government, national, social, job"
Topic_12,1977,HBR,"work, labor, country, worker, international, policy, economic, trade, union, case, employment, government, job, national, production"
Topic_12,1977,ILR,"labor, worker, work, international, country, union, employment, trade, social, economic, industrial, condition, policy, concern, government"
Topic_12,1982,Shared,"country, labor, work, worker, economic, year, employment, social, policy, international, case, development, increase, government, industrial"
Topic_12,1982,COHA,"country, work, labor, year, economic, worker, government, employment, policy, social, international, case, public, development, industrial"
Topic_12,1982,HBR,"country, work, labor, economic, year, policy, government, worker, development, social, job, case, public, program, international"
Topic_12,1982,ILR,"labor, country, work, worker, social, international, economic, employment, industrial, union, government, development, trade, activity, policy"
Topic_12,1987,Shared,"country, work, labor, sector, enterprise, international, government, policy, worker, increase, job, economic, industrial, employment, trade"
Topic_12,1987,COHA,"country, work, government, labor, international, policy, enterprise, sector, worker, year, public, increase, economic, job, trade"
Topic_12,1987,HBR,"country, work, government, policy, enterprise, sector, labor, job, international, economic, public, year, increase, program, change"
Topic_12,1987,ILR,"country, labor, international, sector, work, government, enterprise, worker, social, policy, employment, union, economic, rural, industrial"
Topic_12,1992,Shared,"labor, social, country, international, economic, work, government, industrial, trade, state, reform, worker, law, employment, relation"
Topic_12,1992,COHA,"social, labor, country, economic, international, work, government, state, law, trade, industrial, reform, public, worker, union"
Topic_12,1992,HBR,"social, labor, country, economic, work, government, international, state, public, trade, industrial, policy, law, organization, reform"
Topic_12,1992,ILR,"labor, social, international, country, economic, reform, government, work, law, industrial, trade, state, union, worker, relation"
Topic_12,1997,Shared,"work, social, labor, worker, international, country, employment, union, strike, trade, economic, job, service, year, case"
Topic_12,1997,COHA,"work, social, labor, worker, international, country, year, strike, union, employment, job, economic, trade, service, case"
Topic_12,1997,HBR,"work, social, labor, worker, international, country, job, year, service, economic, organization, union, strike, trade, case"
Topic_12,1997,ILR,"social, labor, international, work, worker, union, country, employment, strike, economic, trade, child, report, woman, organization"
Topic_12,2002,Shared,"work, social, economy, market, low, effect, economic, job, variable, development, policy, study, develop, change, force"
Topic_12,2002,COHA,"work, social, economy, market, low, effect, economic, year, job, force, policy, development, study, change, develop"
Topic_12,2002,HBR,"work, economy, market, social, low, job, develop, development, economic, organization, change, effect, study, policy, force"
Topic_12,2002,ILR,"social, work, economy, economic, policy, effect, worker, labor, development, country, international, study, poverty, job, variable"
Topic_12,2007,Shared,"labor, work, employment, country, social, worker, economic, law, trade, market, policy, low, international, job, service"
Topic_12,2007,COHA,"labor, work, country, employment, social, worker, economic, law, market, trade, policy, low, international, job, service"
Topic_12,2007,HBR,"work, labor, country, social, employment, market, economic, worker, law, low, policy, trade, job, service, system"
Topic_12,2007,ILR,"labor, employment, social, country, work, worker, law, economic, international, trade, policy, low, market, effect, wage"
Topic_12,2012,Shared,"labor, employment, worker, work, wage, international, country, woman, social, trade, cent, effect, level, low, informal"
Topic_12,2012,COHA,"labor, work, employment, worker, wage, country, international, woman, social, trade, effect, low, market, level, cent"
Topic_12,2012,HBR,"labor, work, employment, worker, wage, country, international, woman, market, social, low, level, trade, effect, access"
Topic_12,2012,ILR,"labor, employment, worker, international, social, informal, work, wage, country, access, woman, trade, regulation, eur, convention"
Topic_12,2017,Shared,"labor, work, employment, country, worker, job, level, wage, year, social, study, economic, number, rate, increase"
Topic_12,2017,COHA,"labor, work, country, employment, job, year, worker, level, study, wage, economic, social, number, rate, increase"
Topic_12,2017,HBR,"labor, work, job, country, employment, level, year, worker, study, economic, increase, social, base, wage, number"
Topic_12,2017,ILR,"labor, employment, work, country, worker, social, job, economic, wage, international, level, study, sector, policy, education"
Topic_13,1922,Shared,"year, work, public, case, labor, country, show, state, condition, study, economic, industry, rate, order, effect"
Topic_13,1922,COHA,"year, public, work, state, case, country, show, man, place, hand, labor, power, war, government, economic"
Topic_13,1922,HBR,"year, work, public, case, study, economic, condition, effect, order, result, development, show, industry, state, form"
Topic_13,1922,ILR,"work, year, case, public, labor, country, study, condition, economic, state, industry, show, worker, report, effect"
Topic_13,1927,Shared,"work, state, year, industry, country, case, public, result, man, government, show, study, economic, form, social"
Topic_13,1927,COHA,"state, work, year, public, government, country, man, industry, case, people, world, power, national, result, economic"
Topic_13,1927,HBR,"work, state, industry, year, result, case, public, production, form, country, economic, study, government, man, order"
Topic_13,1927,ILR,"work, state, industry, year, country, case, result, economic, public, study, form, labor, government, social, question"
Topic_13,1932,Shared,"year, man, state, work, public, industry, government, law, case, show, increase, income, period, group, rate"
Topic_13,1932,COHA,"year, state, man, government, public, work, law, industry, national, world, gold, case, place, show, american"
Topic_13,1932,HBR,"year, government, public, state, man, industry, work, law, policy, increase, case, economic, gold, credit, result"
Topic_13,1932,ILR,"year, work, state, industry, government, public, man, law, case, show, increase, labor, country, worker, economic"
Topic_13,1937,Shared,"war, government, economic, state, public, country, work, labor, industry, national, law, program, policy, year, industrial"
Topic_13,1937,COHA,"war, government, state, public, economic, national, country, law, program, work, year, labor, policy, industry, plan"
Topic_13,1937,HBR,"government, war, economic, public, program, state, policy, industry, work, plan, law, country, labor, national, question"
Topic_13,1937,ILR,"government, war, economic, work, labor, country, state, industry, public, national, law, program, policy, industrial, year"
Topic_13,1942,Shared,"war, man, year, government, national, public, state, policy, union, country, foreign, work, case, group, world"
Topic_13,1942,COHA,"war, man, government, year, national, state, public, policy, world, foreign, union, place, country, administration, set"
Topic_13,1942,HBR,"war, man, government, policy, year, public, national, union, state, production, foreign, relation, action, case, program"
Topic_13,1942,ILR,"war, man, government, year, national, policy, state, public, union, country, work, case, production, industry, group"
Topic_13,1947,Shared,"year, government, economic, industry, production, state, policy, man, interest, increase, bank, work, power, case, public"
